frame,occluded,err_bx,err_by,err_py,err_vis,h_norm,belief_update_mag,weight_updates,hit_ratio,total_hits,total_misses,gravity,bounce,ball_speed
23000,0,0.022141,0.036942,0.011971,0.014398,6.091676,0.178391,661,1.0,1,0,0.045011,1.083173,4.8774
23100,0,0.003563,0.014278,0.020809,0.037181,5.585402,0.061293,662,1.0,1,0,0.045011,1.083173,4.8774
23200,0,0.003325,0.051267,0.017494,0.030646,5.631018,0.087219,665,0.0,0,0,0.045011,1.083173,4.8774
23300,0,0.002724,0.054875,0.001358,0.00562,5.591744,0.082828,668,1.0,1,0,0.045011,1.083173,4.8774
23400,0,0.012562,0.138465,0.005339,0.005497,6.012176,0.146899,672,1.0,1,0,0.045011,1.083173,4.8774
23500,0,0.005631,0.025793,0.014799,0.028786,5.770586,0.087031,675,1.0,1,0,0.045011,1.083173,4.8774
23600,0,0.016672,0.024557,0.018443,0.027935,5.967934,0.154197,677,1.0,2,0,0.045011,1.083173,4.8774
23700,0,0.023802,0.011357,0.003728,0.015372,5.639317,0.064419,679,1.0,2,0,0.045011,1.083173,4.8774
23800,0,0.007507,0.009312,0.016947,0.032637,5.446484,0.076761,680,1.0,3,0,0.045011,1.083173,4.8774
23900,0,0.006059,0.097528,0.013617,0.023699,5.848764,0.16343,683,1.0,3,0,0.045011,1.083173,4.8774
24000,0,0.001923,0.105547,0.006605,0.012912,5.932149,0.078995,686,0.0,0,0,0.045011,1.083173,4.8774
24100,0,0.017239,0.086023,0.006782,0.007815,5.447148,0.082362,690,0.0,0,0,0.045011,1.083173,4.8774
24200,0,0.015277,0.029793,0.016902,0.027512,5.510574,0.088016,693,1.0,1,0,0.045011,1.083173,4.8774
24300,0,1.2e-05,0.016607,0.008627,0.010493,6.274633,0.138545,696,1.0,1,0,0.045011,1.083173,4.8774
24400,0,0.031838,0.028187,0.010398,0.019873,5.922274,0.084517,699,1.0,2,0,0.045011,1.083173,4.8774
24500,0,0.046559,0.056933,0.014087,0.018289,6.185131,0.138643,702,1.0,2,0,0.045011,1.083173,4.8774
24600,0,0.419106,0.076175,0.054065,0.066798,6.056244,2.663636,706,0.0,0,0,0.045011,1.083173,4.8774
24700,0,0.026158,0.037663,0.027535,0.036281,5.746416,0.044013,709,1.0,1,0,0.045011,1.083173,4.8774
24800,0,0.006051,0.01018,0.015332,0.023554,5.604758,0.085948,712,1.0,1,0,0.045011,1.083173,4.8774
24900,0,0.009555,0.044579,0.022884,0.034917,5.412443,0.179125,715,1.0,1,0,0.045011,1.083173,4.8774
25000,0,0.006403,0.071734,0.012269,0.020223,5.27986,0.096995,718,0.0,0,0,0.045011,1.083173,4.8774
25100,0,0.029036,0.028173,0.002339,0.005229,6.23963,0.117961,721,0.0,0,0,0.045011,1.083173,4.8774
25200,0,0.060537,0.077364,0.007622,0.015319,5.866332,0.051614,724,0.0,0,0,0.045011,1.083173,4.8774
25300,0,0.041237,0.052571,0.012654,0.024901,5.801229,0.037454,727,1.0,1,0,0.045011,1.083173,4.8774
25400,0,0.003934,0.032695,0.014903,0.021021,5.754844,0.091093,728,1.0,1,0,0.045011,1.083173,4.8774
25500,0,0.01543,0.008739,0.016432,0.034861,5.929026,0.179383,731,1.0,1,0,0.045011,1.083173,4.8774
25600,0,0.007591,0.004136,0.02228,0.026739,5.513748,0.049574,731,1.0,1,0,0.045011,1.083173,4.8774
25700,0,0.006949,0.102353,0.014622,0.01681,5.708063,0.112688,734,1.0,2,0,0.045011,1.083173,4.8774
25800,0,0.000159,0.003611,0.014991,0.020536,6.460418,0.113136,737,1.0,2,0,0.045011,1.083173,4.8774
25900,0,0.022777,0.00367,0.00985,0.002053,5.904179,0.074104,739,1.0,2,0,0.045011,1.083173,4.8774
26000,0,0.01787,0.121481,0.002431,0.010751,5.771212,0.124293,742,1.0,3,0,0.045011,1.083173,4.8774
26100,0,0.036612,0.045195,0.006415,0.00066,6.198208,0.07364,746,1.0,3,0,0.045011,1.083173,4.8774
26200,0,0.01106,0.074622,0.037383,0.027641,5.681995,0.147299,749,1.0,4,0,0.045011,1.083173,4.8774
26300,0,0.018853,0.000941,0.001593,0.006693,5.866595,0.253019,752,1.0,4,0,0.045011,1.083173,4.8774
26400,0,0.010036,0.046622,0.114989,0.029886,5.522141,0.197065,755,1.0,5,0,0.045011,1.083173,4.8774
26500,0,0.069102,0.071504,0.032019,0.0383,5.472112,2.690921,758,0.0,0,0,0.045011,1.083173,4.8774
26600,0,0.013315,0.047577,0.029637,0.009635,5.552461,0.079791,762,1.0,1,0,0.045011,1.083173,4.8774
26700,0,0.007395,0.100977,0.027344,0.005099,6.03765,0.151473,765,1.0,1,0,0.045011,1.083173,4.8774
26800,0,0.00432,0.040561,0.000649,0.02688,5.290842,0.203237,768,1.0,1,0,0.045011,1.083173,4.8774
26900,0,0.010382,0.001007,0.001123,0.010457,5.828228,0.11551,770,1.0,2,0,0.045011,1.083173,4.8774
27000,0,0.011955,0.000946,0.030781,0.027351,5.313299,0.123122,773,1.0,2,0,0.045011,1.083173,4.8774
27100,0,0.009504,0.019881,0.028731,0.027539,5.206759,0.073893,774,1.0,3,0,0.045011,1.083173,4.8774
27200,0,0.006712,0.047227,0.019757,0.031369,5.267297,0.096498,777,1.0,3,0,0.045011,1.083173,4.8774
27300,0,0.034697,0.00071,0.037866,0.006078,6.306607,0.14684,780,1.0,4,0,0.045011,1.083173,4.8774
27400,0,0.00835,0.064659,0.005684,0.002259,5.416515,0.095349,781,1.0,5,0,0.045011,1.083173,4.8774
27500,0,0.01591,0.04873,0.027039,0.018296,5.606975,0.115215,785,1.0,5,0,0.045011,1.083173,4.8774
27600,0,0.021335,0.079237,0.003749,0.005581,5.986847,0.158398,788,1.0,6,0,0.045011,1.083173,4.8774
27700,0,0.024115,0.019363,0.005857,0.037153,5.900704,0.112938,791,0.0,0,0,0.045011,1.083173,4.8774
27800,0,0.013541,0.071581,0.020437,0.015622,5.846438,0.095771,793,0.0,0,0,0.045011,1.083173,4.8774
27900,0,0.017186,0.067657,0.031961,0.025418,5.513741,0.060749,796,1.0,1,0,0.045011,1.083173,4.8774
28000,0,0.005456,0.053946,0.010032,0.009977,5.583771,0.113369,799,1.0,1,0,0.045011,1.083173,4.8774
28100,0,0.009066,0.044517,0.001754,0.002751,5.616663,0.111927,802,1.0,1,0,0.045011,1.083173,4.8774
28200,0,0.008121,0.036032,0.013823,0.021841,5.437728,0.075015,805,1.0,2,0,0.045011,1.083173,4.8774
28300,0,0.014585,0.007524,0.012911,0.026885,5.423337,0.141046,806,1.0,2,0,0.045011,1.083173,4.8774
28400,0,0.014869,0.008327,0.005309,0.011165,5.831339,0.143264,807,1.0,3,0,0.045011,1.083173,4.8774
28500,0,0.014365,0.036957,0.019479,0.017244,6.321834,0.12015,808,1.0,3,0,0.045011,1.083173,4.8774
28600,0,0.001884,0.03718,0.039884,0.030339,5.221473,0.119202,811,1.0,4,0,0.045011,1.083173,4.8774
28700,0,0.007604,0.023811,0.027052,0.018097,5.73657,0.125706,814,1.0,4,0,0.045011,1.083173,4.8774
28800,0,0.017583,0.054861,0.019011,0.006308,5.614516,0.036945,818,0.0,0,0,0.045011,1.083173,4.8774
28900,0,0.007356,0.044245,0.013838,0.013127,5.225666,0.085616,821,1.0,1,0,0.045011,1.083173,4.8774
29000,0,0.034573,0.074111,0.016115,0.001581,6.372874,0.162394,823,1.0,1,0,0.045011,1.083173,4.8774
29100,0,0.036159,0.010685,0.001589,0.015685,5.511712,0.051417,825,1.0,1,0,0.045011,1.083173,4.8774
29200,0,0.020322,0.004745,0.006622,0.03019,5.417609,0.079643,825,1.0,2,0,0.045011,1.083173,4.8774
29300,0,0.043891,0.016165,0.000515,0.014241,6.27091,0.177092,827,1.0,2,0,0.045011,1.083173,4.8774
29400,0,0.028863,0.045812,0.002267,0.012529,5.674583,0.084105,829,1.0,2,0,0.045011,1.083173,4.8774
29500,0,0.009846,0.021512,0.013773,0.015996,5.636198,0.120204,832,1.0,3,0,0.045011,1.083173,4.8774
29600,0,0.051341,0.036902,0.000885,0.000136,5.897391,0.145922,835,1.0,3,0,0.045011,1.083173,4.8774
29700,0,0.011134,0.022011,0.017601,0.001411,5.681151,0.141672,839,1.0,4,0,0.045011,1.083173,4.8774
29800,0,0.051727,0.018324,0.000346,0.007344,6.166912,0.225337,842,1.0,4,0,0.045011,1.083173,4.8774
29900,0,0.000506,0.020894,0.020253,0.023443,5.193144,0.173654,844,0.0,0,0,0.045011,1.083173,4.8774
30000,0,0.004036,0.031833,0.023596,0.022328,5.600193,0.137149,845,0.0,0,0,0.045011,1.083173,4.8774
30100,0,0.000424,0.007714,0.018426,0.027039,5.364088,0.082979,847,0.0,0,0,0.045011,1.083173,4.8774
30200,0,0.017518,0.001788,0.017295,0.018851,5.506566,0.046866,847,1.0,1,0,0.045011,1.083173,4.8774
30300,0,0.006591,0.006257,0.026161,0.02084,5.500954,0.071013,847,1.0,1,0,0.045011,1.083173,4.8774
30400,0,0.008698,0.007402,0.013498,0.027801,5.274956,0.091098,849,1.0,1,0,0.045011,1.083173,4.8774
30500,0,0.01033,0.065256,0.016917,0.008695,5.994164,0.07123,850,1.0,2,0,0.045011,1.083173,4.8774
30600,0,0.008502,0.064993,0.023553,0.010842,5.554252,0.092122,854,1.0,2,0,0.045011,1.083173,4.8774
30700,0,0.004268,0.072438,0.060169,0.008645,5.384284,0.095232,857,1.0,2,0,0.045011,1.083173,4.8774
30800,0,0.016147,0.050964,0.043055,0.003018,5.116719,0.108456,860,1.0,3,0,0.045011,1.083173,4.8774
30900,0,0.045955,0.018995,0.090104,0.00015,6.108556,0.176727,863,1.0,3,0,0.045011,1.083173,4.8774
31000,0,0.00732,0.010276,0.014478,0.024153,5.140769,0.16965,865,0.0,0,0,0.045011,1.083173,4.8774
31100,0,0.003386,0.004329,0.011187,0.009749,5.555262,0.080053,866,0.0,0,0,0.045011,1.083173,4.8774
31200,0,0.00011,0.002642,0.024427,0.003595,5.605781,0.06781,867,1.0,1,0,0.045011,1.083173,4.8774
31300,0,0.008363,0.019356,0.010862,0.031671,5.33509,0.07459,867,1.0,1,0,0.045011,1.083173,4.8774
31400,0,0.009581,0.031579,0.012581,0.000532,5.382421,0.083799,869,1.0,1,0,0.045011,1.083173,4.8774
31500,0,0.001168,0.013172,0.007195,0.019648,5.293071,0.073905,869,1.0,2,0,0.045011,1.083173,4.8774
31600,0,0.008159,0.040713,0.015696,0.004177,5.123438,0.106234,870,1.0,2,0,0.045011,1.083173,4.8774
31700,0,0.016385,0.056876,0.000719,0.0006,5.140292,0.123124,872,1.0,3,0,0.045011,1.083173,4.8774
31800,0,0.033493,0.053487,0.000789,0.001976,5.737193,0.100899,874,1.0,3,0,0.045011,1.083173,4.8774
31900,0,0.013376,0.043665,0.003349,0.013791,5.030711,0.209143,875,1.0,4,0,0.045011,1.083173,4.8774
32000,0,0.027058,0.043289,0.020104,0.023438,5.790077,0.235584,878,1.0,5,0,0.045011,1.083173,4.8774
32100,0,0.012736,0.000216,0.022227,0.012893,6.355949,0.223886,879,1.0,6,0,0.045011,1.083173,4.8774
32200,0,0.033798,0.028705,0.000791,0.00282,6.298401,0.195749,881,1.0,7,0,0.045011,1.083173,4.8774
32300,0,0.021806,0.03352,0.002447,0.010549,5.73081,0.071911,882,0.0,0,0,0.045011,1.083173,4.8774
32400,0,0.011687,0.042203,0.001755,0.00182,5.84412,0.115373,885,0.0,0,0,0.045011,1.083173,4.8774
32500,0,0.000561,0.06504,0.009964,0.002889,5.43595,0.067236,887,1.0,1,0,0.045011,1.083173,4.8774
32600,0,0.046277,0.056759,0.019746,0.017802,6.385578,0.092856,890,1.0,1,0,0.045011,1.083173,4.8774
32700,0,0.02691,0.011592,0.007283,0.022336,5.545459,0.110068,892,1.0,1,0,0.045011,1.083173,4.8774
32800,0,0.023531,0.012859,0.001682,0.005699,5.80608,0.086767,893,1.0,2,0,0.045011,1.083173,4.8774
32900,0,0.018942,0.020796,0.001164,0.010807,5.856286,0.112281,894,1.0,2,0,0.045011,1.083173,4.8774
33000,0,0.012433,0.028169,0.042174,0.037889,5.229475,0.095444,897,1.0,2,0,0.045011,1.083173,4.8774
33100,0,0.004324,0.024737,0.018944,0.024649,5.225547,0.084792,899,1.0,3,0,0.045011,1.083173,4.8774
33200,0,0.013513,0.05131,0.077518,4.4e-05,5.125447,0.114956,902,1.0,3,0,0.045011,1.083173,4.8774
33300,0,0.007913,0.042743,0.088512,0.010541,5.26652,0.116334,905,1.0,4,0,0.045011,1.083173,4.8774
33400,0,0.02747,0.032408,0.030745,0.019447,5.769498,0.383298,908,1.0,4,0,0.045011,1.083173,4.8774
33500,0,0.033607,0.052461,0.190904,0.029058,5.433543,0.156984,911,1.0,5,0,0.045011,1.083173,4.8774
33600,0,0.033861,0.047429,0.176287,0.034054,5.45142,0.128491,915,1.0,5,0,0.045011,1.083173,4.8774
33700,0,0.022852,0.008199,0.043835,0.035585,5.724792,0.128198,918,0.0,0,0,0.045011,1.083173,4.8774
33800,0,0.008463,0.031313,0.027981,0.021234,5.258825,0.06391,920,0.0,0,0,0.045011,1.083173,4.8774
33900,0,0.001719,0.035433,0.040768,0.013052,5.107081,0.055616,922,1.0,1,0,0.045011,1.083173,4.8774
34000,0,0.006209,0.062807,0.009577,0.004589,5.407195,0.102535,926,1.0,1,0,0.045011,1.083173,4.8774
34100,0,0.003995,0.028934,0.005078,0.016966,5.432507,0.074344,928,1.0,2,0,0.045011,1.083173,4.8774
34200,0,0.007989,0.019361,0.007692,0.023514,6.032544,0.171322,929,1.0,2,0,0.045011,1.083173,4.8774
34300,0,0.017807,0.025055,0.016499,0.033146,5.17282,1.747239,931,0.0,0,0,0.045011,1.083173,4.8774
34400,0,0.016751,0.000285,0.041814,0.026847,5.487234,0.075496,933,0.0,0,0,0.045011,1.083173,4.8774
34500,0,0.004551,0.03694,0.011981,0.026851,5.349136,0.075486,937,0.0,0,0,0.045011,1.083173,4.8774
34600,0,0.006385,0.061394,0.022824,0.015381,5.115597,0.064111,940,1.0,1,0,0.045011,1.083173,4.8774
34700,0,0.023815,0.065797,0.002366,0.005734,4.995468,0.077158,943,1.0,1,0,0.045011,1.083173,4.8774
34800,0,0.012039,0.030131,0.029697,0.021596,5.26132,0.054383,946,1.0,2,0,0.045011,1.083173,4.8774
34900,0,0.031422,0.031053,0.009772,0.022557,5.328136,0.125521,949,1.0,2,0,0.045011,1.083173,4.8774
35000,0,0.009382,0.032578,0.035566,0.03578,5.194263,0.110152,952,1.0,3,0,0.045011,1.083173,4.8774
35100,0,0.001053,0.019551,0.031909,0.012022,5.941469,0.079227,954,1.0,3,0,0.045011,1.083173,4.8774
35200,0,0.006777,0.044653,0.015205,0.0267,5.100395,0.140263,957,1.0,4,0,0.045011,1.083173,4.8774
35300,0,0.018183,0.090656,0.046563,0.013621,5.251456,0.137939,960,1.0,5,0,0.045011,1.083173,4.8774
35400,0,0.045609,0.082237,0.006383,0.004229,5.605165,0.166112,963,1.0,5,0,0.045011,1.083173,4.8774
35500,0,0.00776,0.05936,0.003188,0.019633,5.440341,0.045785,967,1.0,1,0,0.045011,1.083173,4.8774
35600,0,0.002996,0.007423,0.010749,0.011452,5.569674,0.119863,969,1.0,1,0,0.045011,1.083173,4.8774
35700,0,0.009239,0.023222,0.021103,0.025014,5.224385,0.200023,971,1.0,1,0,0.045011,1.083173,4.8774
35800,0,0.015647,0.018372,0.017856,0.034064,5.473005,0.062431,971,1.0,2,0,0.045011,1.083173,4.8774
35900,0,0.00724,0.037498,0.012945,0.019763,5.311299,0.119431,973,1.0,2,0,0.045011,1.083173,4.8774
36000,0,0.014015,0.025938,0.002415,0.011507,5.401634,0.052365,974,1.0,2,0,0.045011,1.083173,4.8774
36100,0,0.012485,0.03941,0.010007,0.007619,5.159567,0.257942,977,0.0,0,0,0.045011,1.083173,4.8774
36200,0,0.00707,0.069756,0.003065,0.003384,5.323281,0.06895,979,0.0,0,0,0.045011,1.083173,4.8774
36300,0,0.01994,0.018143,0.001729,0.016528,4.937665,0.163297,982,0.0,0,0,0.045011,1.083173,4.8774
36400,0,0.009359,0.012509,0.006869,0.014559,5.211566,0.167303,982,0.0,0,0,0.045011,1.083173,4.8774
36500,0,0.000102,0.036491,0.016851,0.019836,5.328979,0.073279,984,0.0,0,0,0.045011,1.083173,4.8774
36600,0,0.004916,0.004022,0.008242,0.015286,5.180269,0.044163,985,1.0,1,0,0.045011,1.083173,4.8774
36700,0,0.03315,0.0241,0.006188,0.013163,5.890502,0.1093,985,1.0,1,0,0.045011,1.083173,4.8774
36800,0,0.000357,0.007918,0.02301,0.029887,5.106873,0.074879,986,1.0,1,0,0.045011,1.083173,4.8774
36900,0,0.002436,0.024513,0.015798,0.009561,5.752928,0.064521,987,1.0,2,0,0.045011,1.083173,4.8774
37000,0,0.006251,0.038426,0.002192,0.010755,5.344899,0.12355,988,1.0,2,0,0.045011,1.083173,4.8774
37100,0,0.009217,0.015239,0.01004,0.020159,5.449446,0.101643,989,1.0,3,0,0.045011,1.083173,4.8774
37200,0,0.004513,0.007163,0.01803,0.01115,6.483012,0.122582,991,1.0,3,0,0.045011,1.083173,4.8774
37300,0,0.005643,0.086377,0.016422,0.006855,4.990054,1.473971,995,0.0,0,0,0.045011,1.083173,4.8774
37400,0,0.017174,0.04559,0.003673,0.004319,5.31853,0.110741,998,0.0,0,0,0.045011,1.083173,4.8774
37500,0,0.00478,0.017147,0.007834,0.021364,5.411773,0.046837,999,0.0,0,0,0.045011,1.083173,4.8774
37600,0,0.009339,0.026773,0.012292,0.0188,5.011622,0.069687,999,1.0,1,0,0.045011,1.083173,4.8774
37700,0,0.021913,0.015185,0.001749,0.02048,5.178766,0.077273,1001,1.0,1,0,0.045011,1.083173,4.8774
37800,0,0.004427,0.006479,0.014325,0.024564,5.146065,0.069073,1001,1.0,2,0,0.045011,1.083173,4.8774
37900,0,0.01168,0.000354,0.014735,0.029304,4.935983,0.087237,1002,1.0,2,0,0.045011,1.083173,4.8774
38000,0,0.00254,0.01326,0.012305,0.026605,4.933294,0.115181,1003,1.0,3,0,0.045011,1.083173,4.8774
38100,0,0.032479,0.05501,0.003874,0.012543,5.522752,0.089608,1006,1.0,3,0,0.045011,1.083173,4.8774
38200,0,0.002953,0.06108,0.014784,0.011024,4.911704,0.168363,1008,1.0,4,0,0.045011,1.083173,4.8774
38300,0,0.03565,0.063035,0.009056,0.005183,5.857954,0.258374,1011,1.0,5,0,0.045011,1.083173,4.8774
38400,0,0.032326,0.05614,0.011489,0.016267,6.227757,0.212002,1014,1.0,6,0,0.045011,1.083173,4.8774
38500,0,0.041258,0.017472,0.003488,0.004297,5.854409,0.336333,1017,1.0,7,0,0.045011,1.083173,4.8774
38600,0,0.00089,0.059488,0.023774,0.008237,5.884953,0.3307,1020,1.0,9,0,0.045011,1.083173,4.8774
38700,0,0.040182,0.032427,0.001402,0.002584,5.831686,0.32772,1023,1.0,10,0,0.045011,1.083173,4.8774
38800,0,0.001041,0.048284,0.007611,0.004796,5.573043,0.071959,1025,0.0,0,0,0.045011,1.083173,4.8774
38900,0,0.01004,0.06378,0.025689,0.00205,5.053412,0.050924,1028,1.0,1,0,0.045011,1.083173,4.8774
39000,0,0.018744,0.050574,0.020382,0.00166,5.585711,0.092482,1031,1.0,1,0,0.045011,1.083173,4.8774
39100,0,0.015893,0.01481,0.017962,0.017278,5.854912,0.163947,1033,1.0,1,0,0.045011,1.083173,4.8774
39200,0,0.00351,0.045556,0.012009,0.002328,5.34322,0.073467,1033,1.0,2,0,0.045011,1.083173,4.8774
39300,0,0.010674,0.040316,0.007052,0.002842,5.561279,0.089706,1034,1.0,2,0,0.045011,1.083173,4.8774
39400,0,0.004777,0.039384,0.021705,0.021154,5.876422,0.137752,1035,1.0,3,0,0.045011,1.083173,4.8774
39500,0,0.019991,0.003505,0.010141,0.003826,6.301925,0.148372,1036,1.0,3,0,0.045011,1.083173,4.8774
39600,0,0.000121,0.031678,0.007267,0.03644,5.342298,0.094823,1037,1.0,4,0,0.045011,1.083173,4.8774
39700,0,0.007847,0.030837,0.088833,0.005933,5.336262,0.138313,1040,1.0,4,0,0.045011,1.083173,4.8774
39800,0,0.006799,0.032923,0.099642,0.007064,5.472573,0.156552,1043,1.0,5,0,0.045011,1.083173,4.8774
39900,0,0.012375,0.031253,0.008052,0.002564,5.297905,0.136157,1046,1.0,5,0,0.045011,1.083173,4.8774
40000,0,0.017096,0.057675,0.179677,0.018666,5.14106,0.123305,1049,1.0,6,0,0.045011,1.083173,4.8774
40100,0,0.055581,0.006424,0.014539,0.008484,5.714917,0.072426,1052,1.0,1,0,0.045011,1.083173,4.8774
40200,0,0.015027,0.033348,0.020273,0.020929,4.961762,0.052217,1052,1.0,1,0,0.045011,1.083173,4.8774
40300,0,0.005971,0.032542,0.013812,0.024004,4.878541,0.114878,1053,1.0,1,0,0.045011,1.083173,4.8774
40400,0,0.004877,0.015086,0.002732,0.017757,5.261763,0.0765,1054,1.0,2,0,0.045011,1.083173,4.8774
40500,0,0.008093,0.011902,0.030384,0.008769,5.440224,0.104547,1055,1.0,2,0,0.045011,1.083173,4.8774
40600,0,0.006679,0.000597,0.001819,0.024421,5.202809,0.071279,1055,1.0,3,0,0.045011,1.083173,4.8774
40700,0,0.021778,0.001814,0.036599,0.020894,5.15061,0.111824,1056,1.0,3,0,0.045011,1.083173,4.8774
40800,0,0.022287,0.007192,0.026908,0.012801,5.335087,0.072482,1056,1.0,4,0,0.045011,1.083173,4.8774
40900,0,0.014734,0.017192,0.016257,0.019442,4.979881,0.090476,1057,1.0,4,0,0.045011,1.083173,4.8774
41000,0,0.022598,0.014089,0.02323,0.017264,5.147445,0.158288,1058,1.0,5,0,0.045011,1.083173,4.8774
41100,0,0.038244,0.009622,0.034718,0.005888,6.222288,0.195674,1059,1.0,6,0,0.045011,1.083173,4.8774
41200,0,0.081326,0.077064,0.009628,0.004986,6.040493,0.200625,1061,1.0,7,0,0.045011,1.083173,4.8774
41300,0,0.027335,0.023671,0.021971,0.000609,5.787174,0.264189,1064,1.0,8,0,0.045011,1.083173,4.8774
41400,0,0.003029,0.040904,0.006442,0.025943,4.871527,0.456181,1067,0.0,0,0,0.045011,1.083173,4.8774
41500,0,0.007313,0.024722,0.013841,0.011228,5.413528,0.087496,1069,0.0,0,0,0.045011,1.083173,4.8774
41600,0,0.021958,0.015796,0.017256,0.026107,5.421027,0.056402,1069,1.0,1,0,0.045011,1.083173,4.8774
41700,0,0.00676,0.015121,0.000327,0.021243,5.106355,0.066734,1069,1.0,1,0,0.045011,1.083173,4.8774
41800,0,0.022576,0.009618,0.012906,0.029819,4.968223,0.055023,1070,1.0,1,0,0.045011,1.083173,4.8774
41900,0,0.011206,0.019193,0.000308,0.023669,5.053005,0.056638,1070,1.0,2,0,0.045011,1.083173,4.8774
42000,0,0.019334,0.026304,0.023947,0.017931,5.420634,0.086134,1071,1.0,2,0,0.045011,1.083173,4.8774
42100,0,0.008694,0.009224,0.006042,0.020262,5.310043,0.111478,1073,1.0,3,0,0.045011,1.083173,4.8774
42200,0,0.019063,0.013814,0.003452,0.018217,5.302704,0.105133,1074,1.0,4,0,0.045011,1.083173,4.8774
42300,0,0.004712,0.001601,0.025915,0.01008,5.493472,0.112924,1075,1.0,4,0,0.045011,1.083173,4.8774
42400,0,0.016103,0.033305,0.001903,0.001154,5.319414,0.164316,1078,1.0,5,0,0.045011,1.083173,4.8774
42500,0,0.017034,0.050139,0.011979,0.000206,5.4045,0.049488,1081,0.0,0,0,0.045011,1.083173,4.8774
42600,0,0.020335,0.033006,0.01071,0.026126,4.880475,0.084354,1083,1.0,1,0,0.045011,1.083173,4.8774
42700,0,0.009692,0.022147,0.018277,0.03299,4.852213,0.293115,1085,1.0,1,0,0.045011,1.083173,4.8774
42800,0,0.011076,0.009419,0.009755,0.006802,5.803999,0.160385,1087,1.0,2,0,0.045011,1.083173,4.8774
42900,0,0.020649,0.022409,0.005241,0.022404,5.572965,0.168617,1088,1.0,2,0,0.045011,1.083173,4.8774
43000,0,0.008485,0.014447,0.018569,0.021833,5.170681,0.07134,1088,1.0,3,0,0.045011,1.083173,4.8774
43100,0,0.017867,0.011017,0.023949,0.033377,5.172355,0.113482,1089,1.0,3,0,0.045011,1.083173,4.8774
43200,0,0.002072,0.028285,0.019986,0.014082,5.308029,0.084204,1089,1.0,4,0,0.045011,1.083173,4.8774
43300,0,0.005269,0.038218,0.014568,0.017338,5.061948,0.117243,1090,1.0,4,0,0.045011,1.083173,4.8774
43400,0,0.010201,0.027504,0.007114,0.026889,5.008433,0.144552,1091,1.0,5,0,0.045011,1.083173,4.8774
43500,0,0.003881,0.040495,0.009285,0.006808,6.522804,0.195958,1093,1.0,6,0,0.045011,1.083173,4.8774
43600,0,0.009264,0.042547,0.015985,0.006648,5.031394,0.385395,1095,1.0,7,0,0.045011,1.083173,4.8774
43700,0,0.018802,0.016069,0.009662,0.009327,5.43539,0.210975,1098,1.0,8,0,0.045011,1.083173,4.8774
43800,0,0.021026,0.019289,0.059354,0.015515,5.208246,0.818443,1101,1.0,10,0,0.045011,1.083173,4.8774
43900,0,0.030643,0.000582,0.009303,0.018347,5.617791,0.228723,1102,0.0,0,0,0.045011,1.083173,4.8774
44000,0,0.017417,0.003448,0.005836,0.028146,5.155441,0.06741,1103,0.0,0,0,0.045011,1.083173,4.8774
44100,0,0.010524,0.000296,0.024103,0.032993,4.969908,0.04944,1103,1.0,1,0,0.045011,1.083173,4.8774
44200,0,0.00365,0.001117,0.010535,0.018536,5.16772,0.092444,1103,1.0,1,0,0.045011,1.083173,4.8774
44300,0,0.00356,0.025436,0.02257,0.039842,5.301783,0.086711,1105,1.0,2,0,0.045011,1.083173,4.8774
44400,0,0.033738,0.026061,0.022696,0.022255,6.048533,0.146514,1106,1.0,2,0,0.045011,1.083173,4.8774
44500,0,0.005386,0.02182,0.01909,0.020887,5.585692,0.112649,1109,1.0,3,0,0.045011,1.083173,4.8774
44600,0,0.006267,0.062825,0.013613,0.00212,5.206217,0.140921,1112,1.0,3,0,0.045011,1.083173,4.8774
44700,0,0.024982,0.038557,0.012829,0.02074,5.02885,0.09688,1116,0.0,0,0,0.045011,1.083173,4.8774
44800,0,0.009603,0.031727,0.019618,0.032412,5.058056,0.088001,1119,0.0,0,0,0.045011,1.083173,4.8774
44900,0,0.000534,0.02772,0.0093,0.016957,5.112856,0.108318,1119,0.0,0,0,0.045011,1.083173,4.8774
45000,0,0.017822,0.010537,0.017315,0.022981,5.127609,0.071997,1119,1.0,1,0,0.045011,1.083173,4.8774
45100,0,0.000992,0.006841,0.014725,0.024886,5.508002,0.118823,1120,1.0,1,0,0.045011,1.083173,4.8774
45200,0,0.010089,0.042604,0.016459,0.011101,5.445786,0.045277,1120,1.0,1,0,0.045011,1.083173,4.8774
45300,0,0.018408,0.001719,0.023684,0.032348,4.857076,0.081954,1121,1.0,2,0,0.045011,1.083173,4.8774
45400,0,0.004351,0.011862,0.015316,0.031621,4.855517,0.081342,1122,1.0,2,0,0.045011,1.083173,4.8774
45500,0,0.002135,0.022841,0.014817,0.025986,4.87865,0.077429,1123,1.0,3,0,0.045011,1.083173,4.8774
45600,0,0.001673,0.045781,0.048548,0.023243,4.900658,0.102218,1126,1.0,3,0,0.045011,1.083173,4.8774
45700,0,0.004623,0.057635,0.054256,0.00616,4.821894,0.107011,1129,1.0,4,0,0.045011,1.083173,4.8774
45800,0,0.007961,0.045379,0.071935,0.0026,5.840855,0.172204,1133,1.0,4,0,0.045011,1.083173,4.8774
45900,0,0.017103,0.021448,0.104516,0.021889,5.106953,0.143485,1136,1.0,5,0,0.045011,1.083173,4.8774
