frame,occluded,err_bx,err_by,err_py,err_vis,h_norm,belief_update_mag,weight_updates,hit_ratio,total_hits,total_misses,gravity,bounce,ball_speed
46000,0,0.003883,0.019471,0.001015,0.029427,5.084117,0.054576,1138,0.0,0,0,0.045011,1.083173,4.8774
46100,0,0.009771,0.011306,0.003447,0.02954,4.820773,0.052529,1139,0.0,0,0,0.045011,1.083173,4.8774
46200,0,0.021688,0.004915,0.00359,0.029329,5.124139,0.043917,1139,1.0,1,0,0.045011,1.083173,4.8774
46300,0,0.042781,0.061441,0.021083,0.01884,5.878968,0.129641,1140,1.0,1,0,0.045011,1.083173,4.8774
46400,0,0.023121,0.000591,0.002518,0.024667,5.050421,0.048846,1140,1.0,1,0,0.045011,1.083173,4.8774
46500,0,0.011078,0.008108,0.004262,0.025597,4.97236,0.063801,1140,1.0,2,0,0.045011,1.083173,4.8774
46600,0,0.007172,0.008881,0.011722,0.01915,5.257749,0.096904,1142,1.0,2,0,0.045011,1.083173,4.8774
46700,0,0.017373,0.017097,0.014341,0.01023,5.519576,0.093245,1142,1.0,3,0,0.045011,1.083173,4.8774
46800,0,0.005898,0.040446,0.000672,0.013776,5.400694,0.141086,1144,1.0,4,0,0.045011,1.083173,4.8774
46900,0,0.014589,0.009435,0.022742,0.007589,5.645985,0.211928,1145,1.0,4,0,0.045011,1.083173,4.8774
47000,0,0.034106,0.052939,0.018796,0.00586,6.331396,0.200074,1147,1.0,5,0,0.045011,1.083173,4.8774
47100,0,0.006219,0.032073,0.001321,0.001554,5.336459,0.156516,1148,1.0,6,0,0.045011,1.083173,4.8774
47200,0,0.00287,0.023591,0.013438,0.004435,5.265062,0.062754,1150,0.0,0,0,0.045011,1.083173,4.8774
47300,0,0.003429,0.016905,3.3e-05,0.019384,4.850052,0.05159,1151,1.0,1,0,0.045011,1.083173,4.8774
47400,0,0.01571,0.009413,0.008674,0.005776,5.795485,0.085422,1151,1.0,1,0,0.045011,1.083173,4.8774
47500,0,0.005358,0.014132,0.0188,0.004138,5.553031,0.113683,1151,1.0,1,0,0.045011,1.083173,4.8774
47600,0,0.007536,0.003392,0.011185,0.018188,4.998411,0.062141,1152,1.0,2,0,0.045011,1.083173,4.8774
47700,0,0.001569,0.005351,0.013407,0.015018,6.151354,0.171021,1153,1.0,2,0,0.045011,1.083173,4.8774
47800,0,0.00411,0.007912,0.00758,0.010397,5.40033,0.084101,1153,1.0,2,0,0.045011,1.083173,4.8774
47900,0,0.011225,0.008154,0.014146,0.017221,5.419327,0.108789,1154,1.0,3,0,0.045011,1.083173,4.8774
48000,0,0.005151,0.007273,0.005772,0.02768,4.930981,0.085656,1155,1.0,3,0,0.045011,1.083173,4.8774
48100,0,0.001928,0.017613,0.057007,0.022841,5.144535,0.137699,1157,1.0,4,0,0.045011,1.083173,4.8774
48200,0,0.049862,0.04265,0.065071,0.011496,5.417896,0.116241,1160,1.0,4,0,0.045011,1.083173,4.8774
48300,0,0.026636,0.00641,0.007208,0.001699,5.640829,0.135156,1162,0.0,0,0,0.045011,1.083173,4.8774
48400,0,0.008983,0.046996,0.012179,0.001266,5.016492,0.107721,1164,0.0,0,0,0.045011,1.083173,4.8774
48500,0,0.000358,0.03001,0.00579,0.014469,4.803008,0.061776,1166,1.0,1,0,0.045011,1.083173,4.8774
48600,0,0.003533,0.016636,0.010113,0.011463,4.92755,0.092774,1167,1.0,1,0,0.045011,1.083173,4.8774
48700,0,0.014847,0.008609,0.007923,0.00962,5.495242,0.098598,1168,1.0,2,0,0.045011,1.083173,4.8774
48800,0,0.022995,0.005677,0.005083,0.015966,5.283298,0.112587,1168,1.0,2,0,0.045011,1.083173,4.8774
48900,0,0.008591,0.002911,0.012655,0.025449,5.2226,0.069648,1170,1.0,2,0,0.045011,1.083173,4.8774
49000,0,0.07391,0.045344,0.016295,0.001913,6.464751,0.102402,1171,1.0,3,0,0.045011,1.083173,4.8774
49100,0,0.01002,0.001966,0.023047,0.025275,5.045624,0.074703,1172,1.0,4,0,0.045011,1.083173,4.8774
49200,0,0.001303,0.039847,0.034351,0.024088,4.916184,0.105225,1174,1.0,4,0,0.045011,1.083173,4.8774
49300,0,0.015301,0.009978,0.003185,0.009334,5.596977,0.322568,1176,1.0,5,0,0.045011,1.083173,4.8774
49400,0,0.04252,0.067032,0.031968,0.000895,5.631046,0.241278,1178,1.0,6,0,0.045011,1.083173,4.8774
49500,0,0.002988,0.040487,0.000959,0.000867,5.161047,0.060279,1181,0.0,0,0,0.045011,1.083173,4.8774
49600,0,0.008761,0.036983,0.017409,0.01608,4.930901,0.090007,1183,1.0,1,0,0.045011,1.083173,4.8774
49700,0,0.012189,0.020697,0.011213,0.024051,4.797115,0.216111,1185,1.0,1,0,0.045011,1.083173,4.8774
49800,0,0.00417,0.028004,0.005066,0.008295,5.643198,0.108564,1185,1.0,2,0,0.045011,1.083173,4.8774
49900,0,0.015632,0.006525,0.01755,0.012672,5.775817,0.33159,1186,1.0,2,0,0.045011,1.083173,4.8774
50000,0,0.004518,0.003986,0.016924,0.019848,5.273497,0.089821,1186,1.0,3,0,0.045011,1.083173,4.8774
50100,0,0.00598,0.01425,0.01772,0.022309,5.396151,0.162507,1187,1.0,3,0,0.045011,1.083173,4.8774
50200,0,0.0146,0.005332,0.020611,0.014528,5.082792,0.082327,1187,1.0,4,0,0.045011,1.083173,4.8774
50300,0,0.003963,0.004635,0.01671,0.0198,4.998656,0.131838,1187,1.0,4,0,0.045011,1.083173,4.8774
50400,0,0.014901,0.001826,0.016551,0.023929,5.132884,0.135682,1188,1.0,5,0,0.045011,1.083173,4.8774
50500,0,0.028629,0.021414,0.023602,0.012867,6.508056,0.284866,1189,1.0,6,0,0.045011,1.083173,4.8774
50600,0,0.017405,0.048233,0.005341,0.023662,4.869117,0.754485,1191,1.0,7,0,0.045011,1.083173,4.8774
50700,0,0.004871,0.03934,0.033358,0.007899,5.259862,0.153966,1194,1.0,8,0,0.045011,1.083173,4.8774
50800,0,0.009912,0.01942,0.018206,0.009322,4.997147,1.233205,1197,1.0,10,0,0.045011,1.083173,4.8774
50900,0,0.029923,0.032444,0.009768,0.006014,5.763776,0.117859,1199,0.0,0,0,0.045011,1.083173,4.8774
51000,0,0.004684,0.033218,0.004136,0.021614,4.98056,0.046999,1200,0.0,0,0,0.045011,1.083173,4.8774
51100,0,0.005675,0.02943,0.011423,0.01966,4.793583,0.048554,1200,1.0,1,0,0.045011,1.083173,4.8774
51200,0,0.013283,0.027995,0.001185,0.012012,5.153131,0.090809,1201,1.0,1,0,0.045011,1.083173,4.8774
51300,0,0.007882,0.027859,0.008101,0.02039,5.049824,0.055364,1201,1.0,2,0,0.045011,1.083173,4.8774
51400,0,0.005126,0.015526,0.013453,0.018763,4.788364,0.156528,1201,1.0,2,0,0.045011,1.083173,4.8774
51500,0,0.00028,0.017496,0.007664,0.027386,4.837811,0.083635,1202,1.0,3,0,0.045011,1.083173,4.8774
51600,0,0.009282,0.01122,0.00087,0.009562,5.211697,0.075967,1202,1.0,3,0,0.045011,1.083173,4.8774
51700,0,0.007199,0.012693,0.015305,0.015504,5.466999,0.517236,1202,1.0,4,0,0.045011,1.083173,4.8774
51800,0,0.007359,0.000847,0.013057,0.024086,4.825548,0.145767,1203,1.0,5,0,0.045011,1.083173,4.8774
51900,0,0.012336,0.029413,0.008458,0.004452,5.806908,0.139064,1205,1.0,6,0,0.045011,1.083173,4.8774
52000,0,0.015571,0.036369,0.001505,0.013307,5.22042,0.193516,1206,1.0,7,0,0.045011,1.083173,4.8774
52100,0,0.003778,0.036959,0.012015,0.007249,5.07606,0.279019,1209,1.0,8,0,0.045011,1.083173,4.8774
52200,0,0.010731,0.060825,0.045896,0.005912,5.087174,0.852832,1212,1.0,10,0,0.045011,1.083173,4.8774
52300,0,0.007556,0.0261,0.003209,0.003845,5.032909,0.070499,1214,0.0,0,0,0.045011,1.083173,4.8774
52400,0,0.004645,0.044677,0.005014,0.009069,5.158342,0.075684,1215,1.0,1,0,0.045011,1.083173,4.8774
52500,0,0.011626,0.008941,0.001417,0.028083,4.869566,0.351387,1218,1.0,1,0,0.045011,1.083173,4.8774
52600,0,0.009496,0.001324,0.007537,0.011427,5.292387,0.073326,1218,1.0,2,0,0.045011,1.083173,4.8774
52700,0,0.014247,0.015678,0.015303,0.025958,5.802428,0.174182,1219,1.0,2,0,0.045011,1.083173,4.8774
52800,0,0.036931,0.01998,0.011831,0.019507,5.293391,0.07866,1220,1.0,3,0,0.045011,1.083173,4.8774
52900,0,0.02689,0.056804,0.009331,0.001362,6.006869,0.139264,1221,1.0,3,0,0.045011,1.083173,4.8774
53000,0,0.004843,0.036831,0.011652,0.01683,5.018782,0.089014,1222,1.0,4,0,0.045011,1.083173,4.8774
53100,0,0.000326,0.038955,0.006338,0.016436,5.004905,0.102331,1223,1.0,4,0,0.045011,1.083173,4.8774
53200,0,0.01032,0.06744,0.006225,0.004738,5.717009,0.147366,1225,1.0,5,0,0.045011,1.083173,4.8774
53300,0,0.054584,0.02015,0.008988,0.013675,6.394559,0.241633,1226,1.0,6,0,0.045011,1.083173,4.8774
53400,0,0.000222,0.023865,0.006111,0.00247,5.434157,0.545995,1228,1.0,7,0,0.045011,1.083173,4.8774
53500,0,0.021059,0.025133,0.036914,0.017384,5.008733,0.152886,1231,1.0,8,0,0.045011,1.083173,4.8774
53600,0,0.04989,0.018641,0.011274,0.016265,5.665062,0.746529,1234,1.0,10,0,0.045011,1.083173,4.8774
53700,0,0.007309,0.017629,0.075307,0.030918,5.046381,0.370321,1236,1.0,12,0,0.045011,1.083173,4.8774
53800,0,0.00279,0.019938,0.005202,0.02987,5.094535,0.046867,1238,1.0,1,0,0.045011,1.083173,4.8774
53900,0,0.011922,0.028868,0.006405,0.010863,5.093848,0.0764,1239,1.0,1,0,0.045011,1.083173,4.8774
54000,0,0.007746,0.021218,0.011826,0.015748,4.830088,0.198571,1240,1.0,1,0,0.045011,1.083173,4.8774
54100,0,0.005994,0.025725,0.001217,0.00582,5.080822,0.0678,1241,1.0,2,0,0.045011,1.083173,4.8774
54200,0,0.007903,0.039048,0.000704,0.005128,4.948942,0.133237,1243,1.0,2,0,0.045011,1.083173,4.8774
54300,0,0.007632,0.030044,0.003256,0.00735,5.076767,0.056468,1245,1.0,3,0,0.045011,1.083173,4.8774
54400,0,0.001899,0.002502,0.001394,0.013772,5.369198,0.114604,1246,1.0,3,0,0.045011,1.083173,4.8774
54500,0,0.000775,0.016601,0.007529,0.014756,4.919223,0.095972,1247,1.0,4,0,0.045011,1.083173,4.8774
54600,0,0.010926,0.013697,0.009647,0.010196,5.252509,0.100345,1248,1.0,4,0,0.045011,1.083173,4.8774
54700,0,0.008517,0.017378,0.020224,0.021722,5.344384,0.297507,1249,1.0,5,0,0.045011,1.083173,4.8774
54800,0,0.014156,0.021312,0.0082,0.011176,5.365944,0.173792,1250,1.0,6,0,0.045011,1.083173,4.8774
54900,0,0.009858,0.034582,0.011847,0.01818,4.994173,0.15613,1252,1.0,7,0,0.045011,1.083173,4.8774
55000,0,0.020897,0.058703,0.076025,6.3e-05,5.624274,0.433174,1255,1.0,8,0,0.045011,1.083173,4.8774
55100,0,0.419093,0.153088,0.132781,0.166478,5.431475,3.107322,1258,0.0,0,0,0.045011,1.083173,4.8774
55200,0,0.019138,0.039025,0.002228,0.02496,5.445003,0.124865,1261,0.0,0,0,0.045011,1.083173,4.8774
55300,0,0.016019,0.01187,0.003844,0.009984,5.040756,0.063694,1262,0.0,0,0,0.045011,1.083173,4.8774
55400,0,0.0201,0.019119,0.001442,0.012909,4.849124,0.04608,1262,1.0,1,0,0.045011,1.083173,4.8774
55500,0,0.00986,0.00923,0.005305,0.024425,5.116365,0.08586,1263,1.0,1,0,0.045011,1.083173,4.8774
55600,0,0.013518,0.003944,0.001747,0.012608,5.197234,0.059928,1264,1.0,1,0,0.045011,1.083173,4.8774
55700,0,0.020629,0.002906,0.008467,0.018011,5.698211,0.066904,1264,1.0,2,0,0.045011,1.083173,4.8774
55800,0,0.008338,0.00728,0.006607,0.014357,4.989549,0.07827,1265,1.0,2,0,0.045011,1.083173,4.8774
55900,0,0.009147,0.02282,0.012581,0.027966,5.264325,0.114106,1266,1.0,3,0,0.045011,1.083173,4.8774
56000,0,0.020087,0.054542,0.013776,0.005066,5.604764,0.148149,1268,1.0,4,0,0.045011,1.083173,4.8774
56100,0,0.010569,0.037903,0.009877,0.010377,4.887747,0.111568,1269,1.0,4,0,0.045011,1.083173,4.8774
56200,0,0.000667,0.044859,0.010596,0.013029,5.423117,0.147947,1270,1.0,5,0,0.045011,1.083173,4.8774
56300,0,0.013766,0.034435,0.01354,0.002715,4.789176,0.11898,1272,1.0,6,0,0.045011,1.083173,4.8774
56400,0,0.002672,0.020069,0.004015,0.016312,4.80369,0.078473,1274,0.0,0,0,0.045011,1.083173,4.8774
56500,0,0.001642,0.019018,0.00191,0.007194,5.054921,0.057786,1274,1.0,1,0,0.045011,1.083173,4.8774
56600,0,0.002648,0.020554,0.012426,0.02145,5.434356,0.140749,1276,1.0,1,0,0.045011,1.083173,4.8774
56700,0,0.000967,0.006975,0.009893,0.021477,4.939685,0.093398,1276,1.0,1,0,0.045011,1.083173,4.8774
56800,0,0.007299,0.001421,0.005103,0.007339,5.385687,0.144304,1277,1.0,2,0,0.045011,1.083173,4.8774
56900,0,0.007851,0.005114,0.010037,0.021473,4.839198,0.122482,1277,1.0,2,0,0.045011,1.083173,4.8774
57000,0,0.013143,0.001948,0.009571,0.023742,4.744208,0.065338,1277,1.0,3,0,0.045011,1.083173,4.8774
57100,0,0.002257,0.011152,0.014973,0.015236,4.997245,0.087527,1279,1.0,3,0,0.045011,1.083173,4.8774
57200,0,0.010779,0.00229,0.011065,0.013474,5.689344,0.112694,1279,1.0,4,0,0.045011,1.083173,4.8774
57300,0,0.002803,0.042373,0.01673,0.01422,5.081486,0.098433,1281,1.0,5,0,0.045011,1.083173,4.8774
57400,0,0.011772,0.028269,0.000459,0.001682,5.249276,0.120136,1283,1.0,5,0,0.045011,1.083173,4.8774
57500,0,0.011324,0.019693,0.00536,0.004074,6.077107,0.148129,1284,1.0,6,0,0.045011,1.083173,4.8774
57600,0,0.012977,0.038576,0.019876,0.007256,5.099892,0.132021,1286,1.0,7,0,0.045011,1.083173,4.8774
57700,0,0.011169,0.023243,0.010479,0.000786,5.767477,0.309788,1289,1.0,9,0,0.045011,1.083173,4.8774
57800,0,0.000287,0.007261,0.001182,0.019158,4.810984,0.172631,1291,0.0,0,0,0.045011,1.083173,4.8774
57900,0,0.002599,0.008645,0.000621,0.020812,5.09219,0.066585,1293,0.0,0,0,0.045011,1.083173,4.8774
58000,0,0.008086,0.005382,0.004693,0.02567,4.946833,0.044735,1293,1.0,1,0,0.045011,1.083173,4.8774
58100,0,0.03604,0.015957,0.01182,0.019005,5.601155,0.137685,1294,1.0,1,0,0.045011,1.083173,4.8774
58200,0,0.005612,0.009638,0.002081,0.025774,5.075568,0.055157,1295,1.0,1,0,0.045011,1.083173,4.8774
58300,0,0.001384,0.015285,0.014153,0.011323,5.269679,0.190841,1295,1.0,2,0,0.045011,1.083173,4.8774
58400,0,0.042832,0.062735,0.013458,0.012898,5.906927,0.168835,1296,1.0,2,0,0.045011,1.083173,4.8774
58500,0,0.01874,0.01844,0.015158,0.006203,5.384949,0.153431,1296,1.0,3,0,0.045011,1.083173,4.8774
58600,0,0.008526,0.01164,0.014052,0.010556,4.952932,0.086905,1296,1.0,4,0,0.045011,1.083173,4.8774
58700,0,0.033665,0.05596,0.013367,0.008339,5.939952,0.173776,1298,1.0,5,0,0.045011,1.083173,4.8774
58800,0,0.001793,0.018036,0.002252,0.00203,5.129285,0.115458,1299,1.0,5,0,0.045011,1.083173,4.8774
58900,0,0.001065,0.021355,0.002969,0.001897,5.048209,0.137456,1301,1.0,6,0,0.045011,1.083173,4.8774
59000,0,0.010216,0.040969,0.012709,0.02418,4.752791,0.843781,1303,0.0,0,0,0.045011,1.083173,4.8774
59100,0,0.000984,0.029773,0.008585,0.032749,5.222593,0.184573,1304,0.0,0,0,0.045011,1.083173,4.8774
59200,0,0.002251,0.020968,0.018046,0.009546,5.11321,0.075956,1304,0.0,0,0,0.045011,1.083173,4.8774
59300,0,0.010944,0.004962,0.000849,0.012571,4.871575,0.057448,1304,1.0,1,0,0.045011,1.083173,4.8774
59400,0,0.000805,0.014843,0.011128,0.031837,5.36698,0.208312,1305,1.0,1,0,0.045011,1.083173,4.8774
59500,0,0.00404,0.006094,0.01899,0.014453,4.965044,0.071953,1305,1.0,1,0,0.045011,1.083173,4.8774
59600,0,0.006336,0.004431,0.006038,0.009475,5.478776,0.063977,1305,1.0,2,0,0.045011,1.083173,4.8774
59700,0,0.003801,0.0002,0.002573,0.022752,4.722603,0.095519,1305,1.0,2,0,0.045011,1.083173,4.8774
59800,0,0.008132,0.003722,0.001384,0.021302,4.800588,0.093511,1306,1.0,3,0,0.045011,1.083173,4.8774
59900,0,0.00505,0.025372,0.008888,0.00567,5.550372,0.244632,1306,1.0,3,0,0.045011,1.083173,4.8774
60000,0,0.006671,0.017214,0.001137,0.001897,5.824206,0.181393,1306,1.0,4,0,0.045011,1.083173,4.8774
60100,0,0.017465,0.008716,0.017183,0.000857,5.651005,0.262098,1309,1.0,5,0,0.045011,1.083173,4.8774
60200,0,0.006987,0.015819,0.022601,0.013979,4.976069,0.116016,1311,1.0,5,0,0.045011,1.083173,4.8774
60300,0,0.006775,0.033596,0.034874,0.010594,5.244771,0.092512,1315,0.0,0,0,0.045011,1.083173,4.8774
60400,0,0.017374,0.03549,0.02735,0.005717,4.809503,0.08441,1316,0.0,0,0,0.045011,1.083173,4.8774
60500,0,0.020174,0.03343,0.011634,0.010469,4.764629,0.049933,1317,1.0,1,0,0.045011,1.083173,4.8774
60600,0,0.004147,0.022665,0.003765,0.001915,5.377993,0.159619,1318,1.0,1,0,0.045011,1.083173,4.8774
60700,0,0.032047,0.027217,0.011574,0.015513,5.078671,0.061735,1318,1.0,2,0,0.045011,1.083173,4.8774
60800,0,0.002065,0.031629,0.00066,0.007953,4.997809,0.139111,1319,1.0,2,0,0.045011,1.083173,4.8774
60900,0,0.026651,0.006924,0.006709,0.019394,4.955054,0.084775,1320,1.0,3,0,0.045011,1.083173,4.8774
61000,0,0.018713,0.023424,0.002317,0.005624,5.175541,0.072284,1321,1.0,3,0,0.045011,1.083173,4.8774
61100,0,0.007922,0.018047,0.013316,0.013733,5.143519,0.128513,1321,1.0,4,0,0.045011,1.083173,4.8774
61200,0,0.0071,0.006165,0.01798,0.020723,4.796045,0.115489,1322,1.0,5,0,0.045011,1.083173,4.8774
61300,0,0.02047,0.032438,0.00382,0.003362,5.742543,0.118583,1324,1.0,6,0,0.045011,1.083173,4.8774
61400,0,0.012515,0.027271,0.0167,0.015795,4.875024,0.138295,1325,1.0,7,0,0.045011,1.083173,4.8774
61500,0,0.004638,0.043836,0.011838,0.010416,5.037907,0.073755,1328,0.0,0,0,0.045011,1.083173,4.8774
61600,0,0.015626,0.043419,0.010403,0.006655,4.768633,0.057847,1329,1.0,1,0,0.045011,1.083173,4.8774
61700,0,0.016224,0.048053,0.012497,0.006654,4.970837,0.150744,1333,1.0,1,0,0.045011,1.083173,4.8774
61800,0,0.024541,0.029926,0.008448,0.003974,5.817925,0.133493,1333,1.0,1,0,0.045011,1.083173,4.8774
61900,0,0.010638,0.030538,0.001023,0.012085,5.019084,0.103284,1334,1.0,2,0,0.045011,1.083173,4.8774
62000,0,0.000242,0.017101,0.007133,0.011335,4.916625,0.072768,1334,1.0,2,0,0.045011,1.083173,4.8774
62100,0,0.02733,0.021673,0.011473,0.004509,5.572208,0.210407,1335,1.0,3,0,0.045011,1.083173,4.8774
62200,0,0.021258,0.000109,0.022631,0.010143,5.166227,0.069439,1336,1.0,3,0,0.045011,1.083173,4.8774
62300,0,0.025741,0.001715,0.004123,0.002559,5.671466,0.289234,1337,1.0,4,0,0.045011,1.083173,4.8774
62400,0,0.010075,0.016885,0.001422,0.009184,5.415767,0.144988,1337,1.0,5,0,0.045011,1.083173,4.8774
62500,0,0.025421,0.007068,0.026178,0.008759,5.344453,0.156798,1339,1.0,6,0,0.045011,1.083173,4.8774
62600,0,0.028429,0.023333,0.029277,0.021343,5.321588,0.119339,1340,1.0,7,0,0.045011,1.083173,4.8774
62700,0,0.012581,0.048367,0.027136,0.013822,4.874465,1.515711,1342,0.0,0,0,0.045011,1.083173,4.8774
62800,0,0.006476,0.018604,0.015224,0.006302,5.17635,0.07469,1344,0.0,0,0,0.045011,1.083173,4.8774
62900,0,0.008252,0.039442,0.013838,0.002676,5.081499,0.112685,1346,0.0,0,0,0.045011,1.083173,4.8774
63000,0,0.000658,0.026232,0.012777,0.006575,4.789421,0.063386,1347,1.0,1,0,0.045011,1.083173,4.8774
63100,0,0.009528,0.026294,0.005701,0.008177,4.698987,0.082262,1348,1.0,1,0,0.045011,1.083173,4.8774
63200,0,0.015857,0.038217,0.00595,0.008045,4.998711,0.048986,1348,1.0,2,0,0.045011,1.083173,4.8774
63300,0,3e-06,0.021933,0.006087,0.008685,4.930258,0.086489,1348,1.0,2,0,0.045011,1.083173,4.8774
63400,0,0.016986,0.029542,0.000486,0.012394,4.891937,0.076367,1349,1.0,3,0,0.045011,1.083173,4.8774
63500,0,0.004927,0.011952,0.008805,0.00171,5.440771,0.079096,1350,1.0,3,0,0.045011,1.083173,4.8774
63600,0,0.023873,0.00043,0.004225,0.017161,5.103931,0.122168,1350,1.0,4,0,0.045011,1.083173,4.8774
63700,0,0.010826,0.014882,0.019329,0.017445,4.84255,0.124601,1351,1.0,5,0,0.045011,1.083173,4.8774
63800,0,0.019112,0.014594,0.014774,0.019724,5.010646,0.108903,1352,1.0,6,0,0.045011,1.083173,4.8774
63900,0,0.008231,0.00749,0.028166,0.022145,4.823927,0.677974,1354,0.0,0,0,0.045011,1.083173,4.8774
64000,0,0.00832,0.018376,0.008098,0.017274,5.03931,0.057709,1355,1.0,1,0,0.045011,1.083173,4.8774
64100,0,0.01023,0.015552,0.013882,0.010381,5.157063,0.096499,1355,1.0,1,0,0.045011,1.083173,4.8774
64200,0,0.00804,0.026264,0.015091,0.015996,4.726048,0.071406,1355,1.0,1,0,0.045011,1.083173,4.8774
64300,0,0.006057,0.024538,0.008603,0.014917,5.064557,0.064575,1356,1.0,2,0,0.045011,1.083173,4.8774
64400,0,0.001773,0.025606,0.00057,0.003018,5.870184,0.08074,1356,1.0,2,0,0.045011,1.083173,4.8774
64500,0,0.005872,0.034356,0.015228,0.010308,4.81688,0.089337,1357,1.0,2,0,0.045011,1.083173,4.8774
64600,0,0.008798,0.042793,0.017096,0.007812,4.698617,0.092842,1358,1.0,3,0,0.045011,1.083173,4.8774
64700,0,0.000136,0.023803,0.010244,0.000442,4.963154,0.112331,1359,1.0,3,0,0.045011,1.083173,4.8774
64800,0,0.011054,0.050765,0.018003,0.001928,4.917054,0.104279,1360,1.0,4,0,0.045011,1.083173,4.8774
64900,0,0.004167,0.025086,0.015558,0.009995,4.942289,0.108212,1362,1.0,4,0,0.045011,1.083173,4.8774
65000,0,0.004321,0.029329,0.076934,0.012693,5.282495,0.177828,1365,1.0,5,0,0.045011,1.083173,4.8774
65100,0,0.007018,0.011474,0.02556,0.028603,4.830658,0.137365,1367,0.0,0,0,0.045011,1.083173,4.8774
65200,0,0.006286,0.007107,0.015238,0.013483,5.175694,0.07968,1367,1.0,1,0,0.045011,1.083173,4.8774
65300,0,0.001752,0.001504,0.039543,0.025092,5.07301,0.120917,1368,1.0,1,0,0.045011,1.083173,4.8774
65400,0,0.001351,0.007644,0.025158,0.028956,5.054135,0.092391,1368,1.0,1,0,0.045011,1.083173,4.8774
65500,0,0.013384,0.018218,0.02685,0.017135,5.112499,0.085076,1368,1.0,2,0,0.045011,1.083173,4.8774
65600,0,0.00772,0.017522,0.024538,0.019277,4.860969,0.145196,1369,1.0,2,0,0.045011,1.083173,4.8774
65700,0,0.002516,0.006,0.033851,0.027693,4.719948,0.105402,1369,1.0,3,0,0.045011,1.083173,4.8774
65800,0,0.005646,0.014744,0.034793,0.028919,4.870294,0.092206,1371,1.0,3,0,0.045011,1.083173,4.8774
65900,0,0.041958,0.005362,0.032696,0.012081,6.318557,0.150663,1373,1.0,4,0,0.045011,1.083173,4.8774
66000,0,0.001791,0.032867,0.01997,0.019541,4.790308,0.088108,1373,1.0,5,0,0.045011,1.083173,4.8774
66100,0,0.017328,0.027943,0.002945,0.017482,5.2208,0.124922,1375,1.0,5,0,0.045011,1.083173,4.8774
66200,0,0.025734,0.008682,0.011656,0.001364,5.68968,0.20169,1376,1.0,6,0,0.045011,1.083173,4.8774
66300,0,0.060825,0.102805,0.007559,0.003162,5.787746,0.226179,1379,1.0,7,0,0.045011,1.083173,4.8774
66400,0,0.031938,0.020923,0.019853,0.02196,4.775268,1.053665,1382,0.0,0,0,0.045011,1.083173,4.8774
66500,0,0.017074,0.018984,0.021751,0.012184,4.872482,0.047938,1382,1.0,1,0,0.045011,1.083173,4.8774
66600,0,0.019366,0.017329,0.007669,0.022023,5.146326,0.078836,1383,1.0,1,0,0.045011,1.083173,4.8774
66700,0,0.022076,0.005364,0.027887,0.018501,4.857495,0.046463,1384,1.0,1,0,0.045011,1.083173,4.8774
66800,0,0.009195,0.013964,0.016122,0.018406,4.936271,0.071762,1384,1.0,2,0,0.045011,1.083173,4.8774
66900,0,0.011454,0.000987,0.021751,0.021585,4.862934,0.077018,1386,1.0,2,0,0.045011,1.083173,4.8774
67000,0,0.022602,0.006849,0.016913,0.019176,5.061022,0.0563,1386,1.0,3,0,0.045011,1.083173,4.8774
67100,0,0.00072,0.002802,0.020668,0.01759,5.180361,0.109803,1387,1.0,3,0,0.045011,1.083173,4.8774
67200,0,0.013184,0.026239,0.015575,0.022247,4.924442,0.093278,1389,1.0,4,0,0.045011,1.083173,4.8774
67300,0,0.015975,0.022684,0.002624,0.00378,5.47345,0.117857,1390,1.0,4,0,0.045011,1.083173,4.8774
67400,0,0.006258,0.03812,0.001099,0.012582,5.482274,0.265569,1393,1.0,5,0,0.045011,1.083173,4.8774
67500,0,0.022784,0.035362,0.004606,0.004025,4.69972,0.167406,1395,0.0,0,0,0.045011,1.083173,4.8774
67600,0,0.01473,0.049452,0.005378,0.00087,4.820307,0.076736,1397,0.0,0,0,0.045011,1.083173,4.8774
67700,0,0.002668,0.039826,0.019689,0.011752,5.031255,0.059526,1399,0.0,0,0,0.045011,1.083173,4.8774
67800,0,0.020778,0.006302,0.000872,0.01508,4.813255,0.044025,1399,1.0,1,0,0.045011,1.083173,4.8774
67900,0,0.008089,0.03346,0.011902,0.009936,4.946707,0.082433,1399,1.0,1,0,0.045011,1.083173,4.8774
68000,0,0.00781,0.027859,0.017509,0.010659,5.118652,0.081359,1399,1.0,2,0,0.045011,1.083173,4.8774
68100,0,0.006485,0.032758,0.008274,0.01226,6.231788,0.099561,1399,1.0,2,0,0.045011,1.083173,4.8774
68200,0,0.000766,0.031535,0.016551,0.014385,5.008868,0.075236,1400,1.0,2,0,0.045011,1.083173,4.8774
68300,0,0.001269,0.007492,0.003011,0.02121,5.05588,0.134297,1401,1.0,3,0,0.045011,1.083173,4.8774
68400,0,0.025048,0.000209,0.014226,0.017138,5.158144,0.103384,1402,1.0,3,0,0.045011,1.083173,4.8774
68500,0,0.000572,0.002793,0.00502,0.022095,4.979901,0.115661,1403,1.0,4,0,0.045011,1.083173,4.8774
68600,0,0.012054,0.026634,0.00577,0.024069,4.835471,0.114834,1404,1.0,5,0,0.045011,1.083173,4.8774
68700,0,0.001339,0.041376,0.014381,0.022092,4.64081,0.81761,1407,0.0,0,0,0.045011,1.083173,4.8774
